86
B	0.340864	2.262265
A	-6.5317	-1.143382
A	-1.858272	1.666709
A	0.847507	-0.502044
B	5.947664	10.146295
B	3.446786	2.170684
A	6.267149	3.880942
B	4.211683	5.808906
A	1.16343	1.356259
B	6.346275	5.275648
A	3.283537	1.194718
A	3.546683	3.222817
B	6.250999	4.139603
B	6.145164	0.374964
B	0.80865	1.493528
A	-1.011847	3.568739
B	2.268012	4.299412
A	1.372195	4.395609
A	7.839716	0.179784
A	5.253244	0.680128
B	3.566737	3.792477
A	3.529795	2.135877
B	0.96574	4.71862
A	0.505652	3.050867
B	1.319382	3.641616
B	4.370106	1.67083
A	-0.759249	1.240971
A	6.260388	0.17649
A	1.526849	1.484415
B	-0.133245	4.159639
A	0.396683	2.629285
B	4.137695	3.097015
B	2.459722	2.810749
B	1.303431	2.184157
A	3.591551	3.62841
A	4.899964	3.260192
B	2.856152	0.631092
A	1.500168	2.012218
A	0.377163	1.572589
B	5.205879	2.951509
B	3.361851	3.472493
A	4.156292	1.096716
A	2.836668	0.095788
A	2.977634	2.305345
B	-1.669281	2.485888
B	0.509191	3.311283
B	3.373232	3.199569
B	1.630369	2.025531
A	1.731139	2.340975
A	1.568222	2.137849
B	3.127512	1.396245
B	5.817265	3.568769
A	2.261613	0.465784
B	4.958219	4.280066
A	2.731391	3.135801
A	7.986887	2.957485
A	2.366334	1.175885
B	6.647733	0.495125
A	6.737953	0.218851
A	1.069842	1.786291
B	8.772078	4.409629
B	1.471042	0.233133
A	4.614587	4.9784
A	2.873499	1.487348
A	5.200768	2.628921
A	6.231657	2.220157
B	-1.127527	1.35391
A	7.309587	1.449779
A	1.522059	-0.027888
B	0.934939	2.067251
B	2.67836	2.553174
A	3.794879	1.680586
A	3.107768	0.821951
A	0.734911	2.490896
A	0.804247	1.486443
B	5.115553	2.094975
A	2.397257	4.286991
A	1.149945	0.469787
B	4.606262	3.280336
B	3.099549	5.027418
A	6.061099	1.201863
B	0.784139	2.628591
B	2.483748	4.024736
A	3.861021	4.653665
A	-1.550655	2.830388
B	4.811196	5.184629
A	6.745356	0.460591
B	3.248296	1.981643
B	6.449067	0.972162
B	4.331091	4.969215
B	1.547671	4.536982
A	0.61065	2.121452
A	-1.383002	1.766486
A	-0.294847	4.794107
A	1.033795	3.234553
B	4.682106	2.573405
A	-1.895612	0.43204
B	1.069895	1.491669
A	3.14486	1.93012
A	0.096065	2.287466
B	-0.342236	7.551775
B	3.80025	3.373622
A	3.415115	1.870172
B	4.088307	4.36609
A	1.667076	0.414918
B	6.090787	1.345486
A	2.876147	0.777879
B	-1.507546	1.913766
B	7.403798	3.407599
B	2.649684	3.238327
B	2.974256	2.40424
A	-1.77031	2.464712
B	2.703954	0.882584
A	-1.430557	1.220624
A	2.164852	1.805443
A	8.19804	4.332109
A	2.698386	0.780839
B	4.869442	4.788065
A	4.731777	2.009611
B	3.608886	1.352073
B	4.968462	3.611495
B	3.674079	4.971599
B	3.083045	1.317103
B	3.721156	2.963928
B	0.178671	3.173091
A	-1.008411	1.478742
A	0.410328	3.075856
A	0.565481	4.176551
B	6.51471	3.059622
A	3.002207	2.733832
B	2.835924	2.027625
A	6.181306	1.363351
B	1.693894	2.421195
B	4.570086	4.980214
A	3.585016	2.824771
B	3.897883	1.520157
B	1.586575	2.069423
B	4.061109	0.90867
A	5.096932	1.613521
A	6.266627	4.170597
B	8.040099	4.66821
B	0.359199	5.378884
B	4.706252	4.969983
B	3.068689	0.723581
B	1.962604	2.12947
A	3.059852	0.402579
B	7.027889	4.249036
A	0.124953	3.727583
B	5.895376	1.446155
B	5.595957	0.798385
A	4.32834	0.783625
A	1.013627	1.946116
B	2.44766	1.51829
A	3.791177	1.120339
A	1.735175	3.026537
B	1.623164	3.4789
B	6.262534	3.61357
A	7.108729	3.069791
A	1.867136	2.215184
A	3.164297	4.322774
B	8.423952	2.616658
B	1.197815	3.249834
B	1.487947	2.14882
B	2.998542	4.473882
B	1.103803	-0.055527
A	-1.183644	2.252851
B	5.921272	4.482634
B	5.138011	1.463326
A	9.19989	2.565575
B	3.987524	2.07881
B	1.887854	2.272257
A	1.54238	1.90125
B	3.023128	2.237544
A	1.30908	3.711212
B	3.573335	4.596116
A	1.817973	1.942228
A	4.801288	2.187411
B	0.363001	4.725783
A	-0.355323	2.86881
A	6.821096	2.876595
B	7.697978	0.512014
A	1.199662	0.173308
B	3.175405	4.246507
A	0.396367	0.194146
B	3.037691	-0.547143
A	4.6046	-2.809595
